Variable.Name	Variable.Description
OHX14LAL	Loss of Attachment:  Upper left 1st molar (1M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ me
OHX14LAM	Loss of Attachment:  Upper left 1st molar (1M) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ mea
OHX14LAP	Loss of Attachment:  Upper left 1st molar (1M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus bas
OHX14LAS	Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ m
OHX14PCA	Loss of Attachment:  Upper left 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX14PCD	Loss of Attachment: Upper left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)
OHX14PCL	Loss of Attachment:  Upper left 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX14PCM	Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX14PCP	Loss of Attachment: Upper left 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX14PCS	Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX15CJA	Loss of Attachment:  Upper left 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)
OHX15CJD	Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to CEJ measurement (mm)
OHX15CJL	Loss of Attachment:  Upper left 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)
OHX15CJM	Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)
OHX15CJP	Loss of Attachment: Upper left 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)
OHX15CJS	Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)
OHX15LAA	Loss of Attachment:  Upper left 2nd molar (2M) mesio- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ 
OHX15LAD	Loss of Attachment:  Upper left 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measure
OHX15LAL	Loss of Attachment:  Upper left 2nd molar (2M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ me
OHX15LAM	Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ mea
OHX15LAP	Loss of Attachment:  Upper left 2nd molar (2M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus bas
OHX15LAS	Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ m
OHX15PCA	Loss of Attachment:  Upper left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX15PCD	Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)
OHX15PCL	Loss of Attachment:  Upper left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX15PCM	Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX15PCP	Loss of Attachment: Upper left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX15PCS	Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX18CJA	Loss of Attachment:  Lower left 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)
OHX18CJD	Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to CEJ measurement (mm)
OHX18CJL	Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)
OHX18CJM	Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)
OHX18CJP	Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)
OHX18CJS	Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)
OHX18LAA	Loss of Attachment:  Lower left 2nd molar (2M) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ m
OHX18LAD	Loss of Attachment:  Lower left 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measure
OHX18LAL	Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ me
OHX18LAM	Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ meas
OHX18LAP	Loss of Attachment:  Lower left 2nd molar (2M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus bas
OHX18LAS	Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ me
OHX18PCA	Loss of Attachment:  Lower left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX18PCD	Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)
OHX18PCL	Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX18PCM	Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX18PCP	Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX18PCS	Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX19CJA	Loss of Attachment:  Lower left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)
OHX19CJD	Loss of Attachment: Lower left 1st molar (1M) distal - FGM to CEJ measurement (mm)
OHX19CJL	Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm)
OHX19CJM	Loss of Attachment:  Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)
OHX19CJP	Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)
OHX19CJS	Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)
OHX19LAA	Loss of Attachment:  Lower left 1st molar (1M) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ m
OHX19LAD	Loss of Attachment:  Lower left 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measure
OHX19LAL	Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ me
OHX19LAM	Loss of Attachment:  Lower left 1st molar (1M) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ meas
OHX19LAP	Loss of Attachment:  Lower left 1st molar (1M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus bas
OHX19LAS	Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ me
OHX19PCA	Loss of Attachment:  Lower left 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX19PCD	Loss of Attachment: Lower left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)
OHX19PCL	Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX19PCM	Loss of Attachment:  Lower left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX19PCP	Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX19PCS	Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX20CJA	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm)
OHX20CJD	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)
OHX20CJL	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm)
OHX20CJM	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)
OHX20CJP	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)
OHX20CJS	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)
OHX20LAA	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of:  (FGM to sulcus base measure
OHX20LAD	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM t
OHX20LAL	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of:  (FGM to sulcus base measurem
OHX20LAM	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of :  (FGM to sulcus base measureme
OHX20LAP	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of:  (FGM to CEJ measurement)
OHX20LAS	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of :  (FGM to
OHX20PCA	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX20PCD	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)
OHX20PCL	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX20PCM	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX20PCP	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX20PCS	Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX21CJA	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)
OHX21CJD	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)
OHX21CJL	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)
OHX21CJM	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)
OHX21CJP	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)
OHX21CJS	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)
OHX21LAA	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measure
OHX21LAD	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM t
OHX21LAL	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measurem
OHX21LAM	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measureme
OHX21LAP	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement)
OHX21LAS	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measure
OHX21PCA	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX21PCD	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)
OHX21PCL	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX21PCM	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX21PCP	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX21PCS	Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX22CJA	Loss of Attachment:  Lower left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)
OHX22CJD	Loss of Attachment: Lower left cuspid (C) distal - FGM to CEJ measurement (mm)
OHX22CJL	Loss of Attachment:  Lower left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)
OHX22CJM	Loss of Attachment:  Lower left cuspid (C) mid-facial - FGM to CEJ measurement (mm)
OHX22CJP	Loss of Attachment: Lower left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)
OHX22CJS	Loss of Attachment:  Lower left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)
OHX22LAA	Loss of Attachment:  Lower left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu
OHX22LAD	Loss of Attachment:  Lower left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement
OHX22LAL	Loss of Attachment:  Lower left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measur
OHX22LAM	Loss of Attachment: Lower left cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (
OHX22LAP	Loss of Attachment:  Lower left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base me
OHX22LAS	Loss of Attachment:  Lower left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measu
OHX22PCA	Loss of Attachment:  Lower left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX22PCD	Loss of Attachment: Lower left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)
OHX22PCL	Loss of Attachment:  Lower left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX22PCM	Loss of Attachment:  Lower left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX22PCP	Loss of Attachment: Lower left cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX22PCS	Loss of Attachment:  Lower left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX23CJA	Loss of Attachment:  Lower left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)
OHX23CJD	Loss of Attachment: Lower left lateral incisor (LI) distal - FGM to CEJ measurement (mm)
OHX23CJL	Loss of Attachment:  Lower left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)
OHX23CJM	Loss of Attachment:  Lower left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)
OHX23CJP	Loss of Attachment: Lower left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)
OHX23CJS	Loss of Attachment:  Lower left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)
OHX23LAA	Loss of Attachment:  Lower left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX23LAD	Loss of Attachment:  Lower left lateral incisor (LI) distal - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base me
OHX23LAL	Loss of Attachment:  Lower left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 
OHX23LAM	Loss of Attachment:  Lower left lateral incisor (LI) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CE
OHX23LAP	Loss of Attachment:  Lower left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc
OHX23LAS	Loss of Attachment:  Lower left lateral incisor (LI) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to 
OHX23PCA	Loss of Attachment:  Lower left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX23PCD	Loss of Attachment: Lower left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)
OHX23PCL	Loss of Attachment:  Lower left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX23PCM	Loss of Attachment:  Lower left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX23PCP	Loss of Attachment: Lower left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX23PCS	Loss of Attachment:  Lower left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX24CJA	Loss of Attachment:  Lower left central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)
OHX24CJD	Loss of Attachment: Lower left central incisor (CI) distal - FGM to CEJ measurement (mm)
OHX24CJL	Loss of Attachment:  Lower left central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)
OHX24CJM	Loss of Attachment:  Lower left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)
OHX24CJP	Loss of Attachment: Lower left central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)
OHX24CJS	Loss of Attachment:  Lower left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)
OHX24LAA	Loss of Attachment:  Lower left central incisor (CI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX24LAD	Loss of Attachment:  Lower left central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base m
OHX24LAL	Loss of Attachment:  Lower left central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to 
OHX24LAM	Loss of Attachment:  Lower left central incisor (CI) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CE
OHX24LAP	Loss of Attachment:  Lower left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulc
OHX24LAS	Loss of Attachment:  Lower left central incisor (CI) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to 
OHX24PCA	Loss of Attachment:  Lower left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX24PCD	Loss of Attachment: Lower left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)
OHX24PCL	Loss of Attachment:  Lower left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX24PCM	Loss of Attachment:  Lower left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX24PCP	Loss of Attachment: Lower left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX24PCS	Loss of Attachment:  Lower left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX25CJA	Loss of Attachment:  Lower right central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)
OHX25CJD	Loss of Attachment: Lower right central incisor (CI) distal - FGM to CEJ measurement (mm)
OHX25CJL	Loss of Attachment:  Lower right central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)
OHX25CJM	Loss of Attachment:  Lower right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)
OHX25CJP	Loss of Attachment: Lower right central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)
OHX25CJS	Loss of Attachment:  Lower right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)
OHX25LAA	Loss of Attachment:  Lower right central incisor (CI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM t
OHX25LAD	Loss of Attachment:  Lower right central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base 
OHX25LAL	Loss of Attachment:  Lower right central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX25LAM	Loss of Attachment:  Lower right central incisor (CI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to 
OHX25LAP	Loss of Attachment:  Lower right central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sul
OHX25LAS	Loss of Attachment:  Lower right central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM t
OHX25PCA	Loss of Attachment:  Lower right central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX25PCD	Loss of Attachment: Lower right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)
OHX25PCL	Loss of Attachment:  Lower right central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX25PCM	Loss of Attachment:  Lower right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX25PCP	Loss of Attachment: Lower right central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX25PCS	Loss of Attachment:  Lower right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX26CJA	Loss of Attachment:  Lower right lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)
OHX26CJD	Loss of Attachment: Lower right lateral incisor (LI) distal - FGM to CEJ measurement (mm)
OHX26CJL	Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)
OHX26CJM	Loss of Attachment:  Lower right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX26CJP	Loss of Attachment: Lower right lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)
OHX26CJS	Loss of Attachment:  Lower right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)
OHX26LAA	Loss of Attachment:  Lower right lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM t
OHX26LAD	Loss of Attachment:  Lower right lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base 
OHX26LAL	Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to
OHX26LAM	Loss of Attachment:  Lower right lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to 
OHX26LAP	Loss of Attachment:  Lower right lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sul
OHX26LAS	Loss of Attachment:  Lower right lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM t
OHX26PCA	Loss of Attachment:  Lower right lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX26PCD	Loss of Attachment: Lower right lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)
OHX26PCL	Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX26PCM	Loss of Attachment:  Lower right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)
OHX26PCP	Loss of Attachment: Lower right lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX26PCS	Loss of Attachment:  Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX27CJA	Loss of Attachment:  Lower right cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)
OHX27CJD	Loss of Attachment: Lower right cuspid (C) distal - FGM to CEJ measurement (mm)
OHX27CJL	Loss of Attachment:  Lower right cuspid (C) mid- lingual - FGM to CEJ measurement (mm)
OHX27CJM	Loss of Attachment:  Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm)
OHX27CJP	Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to CEJ measurement (mm)
OHX27CJS	Loss of Attachment:  Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)
OHX27LAA	Loss of Attachment:  Lower right cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ meas
OHX27LAD	Loss of Attachment:  Lower right cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measuremen
OHX27LAL	Loss of Attachment:  Lower right cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measu
OHX27LAM	Loss of Attachment:  Lower right cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measur
OHX27LAP	Loss of Attachment:  Lower right cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base m
OHX27LAS	Loss of Attachment:  Lower right cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ meas
OHX27PCA	Loss of Attachment:  Lower right cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX27PCD	Loss of Attachment: Lower right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)
OHX27PCL	Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX27PCM	Loss of Attachment:  Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX27PCP	Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX27PCS	Loss of Attachment:  Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)
OHX28CJA	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)
OHX28CJD	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)
OHX28CJL	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)
OHX28CJM	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)
OHX28CJP	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)
OHX28CJS	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)
OHX28LAA	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measur
OHX28LAD	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM 
OHX28LAL	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measure
OHX28LAM	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measurem
OHX28LAP	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement
OHX28LAS	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measur
OHX28PCA	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)
OHX28PCD	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)
OHX28PCL	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)
OHX28PCM	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)
OHX28PCP	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)
OHX28PCS	Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)
